field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M
MI2600002,44.0874,-86.7104,2024-09-13,20.98,23.25,18.42,0.0,16.77,76.02
MI2600002,44.0874,-86.7104,2024-09-14,20.91,23.41,18.09,0.0,17.58,75.79
MI2600002,44.0874,-86.7104,2024-09-15,21.08,22.71,18.79,0.0,17.52,74.93
MI2600002,44.0874,-86.7104,2024-09-16,21.27,22.96,19.48,0.0,18.61,74.71
MI2600002,44.0874,-86.7104,2024-09-17,21.06,23.23,18.86,0.0,17.69,71.22
MI2600002,44.0874,-86.7104,2024-09-18,20.16,21.75,17.63,0.0,19.11,75.68
MI2600002,44.0874,-86.7104,2024-09-19,21.41,22.71,19.6,0.0,18.27,70.64
MI2600002,44.0874,-86.7104,2024-09-20,22.2,23.48,21.36,1.37,9.92,80.12
MI2600002,44.0874,-86.7104,2024-09-21,20.9,21.79,19.66,0.63,16.78,81.78
MI2600002,44.0874,-86.7104,2024-09-22,19.46,21.0,17.59,11.47,3.41,83.36
MI2600002,44.0874,-86.7104,2024-09-23,18.06,19.13,17.23,0.0,17.61,71.69
MI2600002,44.0874,-86.7104,2024-09-24,17.9,18.96,16.53,23.63,8.43,82.81
MI2600002,44.0874,-86.7104,2024-09-25,19.56,20.69,18.54,0.04,17.88,71.95
MI2600002,44.0874,-86.7104,2024-09-26,19.62,20.87,18.14,0.0,17.9,77.83
MI2600002,44.0874,-86.7104,2024-09-27,19.68,21.29,17.88,0.0,17.59,75.08
MI2600002,44.0874,-86.7104,2024-09-28,19.34,21.04,17.8,0.12,17.67,77.01
MI2600002,44.0874,-86.7104,2024-09-29,19.46,21.02,17.92,0.04,17.43,80.43
MI2600002,44.0874,-86.7104,2024-09-30,18.74,20.2,16.82,0.0,16.82,83.29
MI2600003,45.1647,-85.3905,2024-05-01,10.05,13.08,6.36,3.83,18.69,81.59
MI2600003,45.1647,-85.3905,2024-05-02,10.04,14.33,4.96,3.33,15.09,82.35
MI2600003,45.1647,-85.3905,2024-05-03,12.19,15.42,9.41,6.16,21.19,75.17
MI2600003,45.1647,-85.3905,2024-05-04,13.16,18.55,7.76,3.04,22.44,79.37
MI2600003,45.1647,-85.3905,2024-05-05,8.54,11.12,6.25,1.68,28.05,82.98
MI2600003,45.1647,-85.3905,2024-05-06,12.06,17.85,6.54,0.0,27.57,68.83
MI2600003,45.1647,-85.3905,2024-05-07,11.5,15.11,7.64,17.02,17.67,75.56
MI2600003,45.1647,-85.3905,2024-05-08,9.76,12.09,7.94,1.54,15.82,88.79
MI2600003,45.1647,-85.3905,2024-05-09,10.07,13.44,6.64,0.36,23.5,79.67
MI2600003,45.1647,-85.3905,2024-05-10,9.47,13.0,4.75,3.15,26.99,76.48
MI2600003,45.1647,-85.3905,2024-05-11,9.04,11.22,6.71,5.53,23.35,84.46
MI2600003,45.1647,-85.3905,2024-05-12,12.57,17.52,6.19,0.9,17.81,72.51
MI2600003,45.1647,-85.3905,2024-05-13,11.11,13.87,6.89,1.26,24.36,80.38
MI2600003,45.1647,-85.3905,2024-05-14,9.35,12.62,5.46,0.25,28.36,77.01
MI2600003,45.1647,-85.3905,2024-05-15,10.7,14.25,6.06,0.06,28.73,74.67
MI2600003,45.1647,-85.3905,2024-05-16,13.67,19.0,8.25,3.29,21.3,74.62
MI2600003,45.1647,-85.3905,2024-05-17,14.48,17.84,10.76,0.12,25.61,79.9
MI2600003,45.1647,-85.3905,2024-05-18,17.49,22.5,11.51,0.16,26.56,67.99
MI2600003,45.1647,-85.3905,2024-05-19,15.21,17.27,12.71,0.13,27.98,65.46
MI2600003,45.1647,-85.3905,2024-05-20,14.55,19.25,10.85,11.25,12.64,77.37
MI2600003,45.1647,-85.3905,2024-05-21,17.32,23.6,10.17,3.2,23.68,79.1
MI2600003,45.1647,-85.3905,2024-05-22,15.43,18.8,11.95,4.34,11.58,79.68
MI2600003,45.1647,-85.3905,2024-05-23,13.63,16.91,10.49,0.0,27.83,76.6
MI2600003,45.1647,-85.3905,2024-05-24,14.91,21.25,8.96,0.23,23.69,70.11
MI2600003,45.1647,-85.3905,2024-05-25,13.65,15.82,11.16,8.26,24.55,75.56
MI2600003,45.1647,-85.3905,2024-05-26,14.18,17.7,11.8,5.02,16.0,73.42
MI2600003,45.1647,-85.3905,2024-05-27,11.7,13.16,10.7,23.19,4.82,93.82
MI2600003,45.1647,-85.3905,2024-05-28,11.68,13.59,9.59,2.01,25.28,89.54
MI2600003,45.1647,-85.3905,2024-05-29,11.69,13.9,8.36,0.03,30.45,72.39
MI2600003,45.1647,-85.3905,2024-05-30,12.33,16.01,7.72,0.0,31.16,67.04
MI2600003,45.1647,-85.3905,2024-05-31,14.87,18.99,10.21,0.0,29.27,63.01
MI2600003,45.1647,-85.3905,2024-06-01,15.3,18.93,12.69,4.45,14.43,74.87
MI2600003,45.1647,-85.3905,2024-06-02,16.12,18.79,12.13,0.42,26.43,77.1
MI2600003,45.1647,-85.3905,2024-06-03,17.6,21.42,12.79,0.68,22.88,79.39
MI2600003,45.1647,-85.3905,2024-06-04,19.63,23.41,16.34,5.54,18.22,84.92
MI2600003,45.1647,-85.3905,2024-06-05,18.01,20.65,15.11,9.78,10.14,87.29
MI2600003,45.1647,-85.3905,2024-06-06,15.43,17.37,13.48,2.12,17.01,82.95
MI2600003,45.1647,-85.3905,2024-06-07,14.27,16.29,12.67,0.95,9.88,79.74
MI2600003,45.1647,-85.3905,2024-06-08,15.08,17.34,12.26,2.9,11.95,81.4
MI2600003,45.1647,-85.3905,2024-06-09,12.42,14.23,9.81,0.64,14.97,80.98
MI2600003,45.1647,-85.3905,2024-06-10,11.58,13.62,9.26,0.0,31.76,68.9
MI2600003,45.1647,-85.3905,2024-06-11,14.17,18.48,9.66,0.04,26.8,65.38
MI2600003,45.1647,-85.3905,2024-06-12,17.66,21.69,13.36,0.02,24.89,70.92
MI2600003,45.1647,-85.3905,2024-06-13,18.15,21.13,15.62,1.74,20.95,83.37
MI2600003,45.1647,-85.3905,2024-06-14,15.92,18.1,13.5,0.02,30.07,74.35
MI2600003,45.1647,-85.3905,2024-06-15,17.23,21.78,11.98,0.03,23.0,63.33
MI2600003,45.1647,-85.3905,2024-06-16,19.3,22.48,15.83,2.18,11.9,73.25
MI2600003,45.1647,-85.3905,2024-06-17,22.07,24.82,19.19,1.88,20.93,90.62
MI2600003,45.1647,-85.3905,2024-06-18,23.92,25.78,21.36,0.05,25.38,77.14
MI2600003,45.1647,-85.3905,2024-06-19,22.08,24.6,17.82,4.4,20.94,82.95
MI2600003,45.1647,-85.3905,2024-06-20,17.8,19.37,16.53,4.05,15.51,79.76
MI2600003,45.1647,-85.3905,2024-06-21,18.41,20.32,17.32,6.91,9.37,87.08
MI2600003,45.1647,-85.3905,2024-06-22,19.46,21.55,17.63,39.37,4.13,95.13
MI2600003,45.1647,-85.3905,2024-06-23,17.62,19.73,15.72,6.54,22.5,88.08
MI2600003,45.1647,-85.3905,2024-06-24,17.97,21.31,14.38,0.97,28.99,80.05
MI2600003,45.1647,-85.3905,2024-06-25,19.67,21.78,16.67,14.04,23.43,82.63
MI2600003,45.1647,-85.3905,2024-06-26,16.81,19.06,12.92,0.0,22.77,78.48
MI2600003,45.1647,-85.3905,2024-06-27,15.64,17.75,12.33,0.0,30.37,63.48
MI2600003,45.1647,-85.3905,2024-06-28,17.64,20.35,14.43,9.15,6.5,80.44
MI2600003,45.1647,-85.3905,2024-06-29,19.01,22.33,12.51,8.65,17.66,86.04
MI2600003,45.1647,-85.3905,2024-06-30,14.34,16.8,11.83,0.01,26.37,71.69
MI2600003,45.1647,-85.3905,2024-07-01,17.51,21.23,13.58,0.0,30.34,64.75
MI2600003,45.1647,-85.3905,2024-07-02,16.73,18.18,15.14,14.17,7.43,78.83
MI2600003,45.1647,-85.3905,2024-07-03,19.87,22.5,16.61,3.39,23.56,82.95
MI2600003,45.1647,-85.3905,2024-07-04,19.67,21.92,17.21,0.21,21.26,81.76
MI2600003,45.1647,-85.3905,2024-07-05,18.11,19.57,16.66,4.24,15.22,87.0
MI2600003,45.1647,-85.3905,2024-07-06,18.09,19.95,15.75,0.21,25.35,84.63
MI2600003,45.1647,-85.3905,2024-07-07,20.52,24.13,15.58,0.14,22.97,77.74
MI2600003,45.1647,-85.3905,2024-07-08,20.51,23.39,18.58,1.66,15.84,86.73
MI2600003,45.1647,-85.3905,2024-07-09,20.35,22.49,17.83,0.22,25.23,81.11
MI2600003,45.1647,-85.3905,2024-07-10,19.18,20.66,17.95,1.76,18.0,89.44
MI2600003,45.1647,-85.3905,2024-07-11,20.08,21.76,17.78,0.38,25.01,82.21
MI2600003,45.1647,-85.3905,2024-07-12,21.68,25.08,17.58,0.01,24.32,74.26
MI2600003,45.1647,-85.3905,2024-07-13,22.76,26.24,18.72,0.35,26.58,67.07
MI2600003,45.1647,-85.3905,2024-07-14,22.79,24.7,20.42,2.22,23.0,87.26
MI2600003,45.1647,-85.3905,2024-07-15,23.57,26.14,21.42,3.78,25.53,82.82
MI2600003,45.1647,-85.3905,2024-07-16,20.85,22.21,19.34,3.22,26.29,82.4
MI2600003,45.1647,-85.3905,2024-07-17,18.79,20.34,16.36,1.24,22.63,75.33
MI2600003,45.1647,-85.3905,2024-07-18,18.34,20.23,15.76,0.0,28.46,64.98
MI2600003,45.1647,-85.3905,2024-07-19,20.21,23.46,15.78,0.0,27.69,67.42
MI2600003,45.1647,-85.3905,2024-07-20,21.43,24.41,18.06,0.12,21.45,77.66
MI2600003,45.1647,-85.3905,2024-07-21,20.64,22.8,18.54,0.27,27.98,72.93
MI2600003,45.1647,-85.3905,2024-07-22,21.14,23.77,17.65,0.11,24.94,67.87
MI2600003,45.1647,-85.3905,2024-07-23,19.91,22.6,17.77,7.08,5.16,75.15
MI2600003,45.1647,-85.3905,2024-07-24,19.17,20.8,17.48,0.25,19.02,76.62
MI2600003,45.1647,-85.3905,2024-07-25,18.86,20.76,16.23,0.0,27.17,63.98
MI2600003,45.1647,-85.3905,2024-07-26,20.59,24.28,16.09,0.0,25.14,65.43
MI2600003,45.1647,-85.3905,2024-07-27,21.56,25.73,16.84,0.0,25.69,67.25
MI2600003,45.1647,-85.3905,2024-07-28,22.43,26.73,17.31,0.09,24.91,69.29
MI2600003,45.1647,-85.3905,2024-07-29,23.94,26.33,21.62,6.16,17.73,84.19
MI2600003,45.1647,-85.3905,2024-07-30,23.19,25.09,21.0,3.07,22.3,82.15
MI2600003,45.1647,-85.3905,2024-07-31,23.84,27.24,20.99,0.9,22.77,82.34
MI2600003,45.1647,-85.3905,2024-08-01,24.21,27.12,21.26,0.01,14.76,76.77
MI2600003,45.1647,-85.3905,2024-08-02,23.85,26.31,21.05,0.0,22.89,80.55
MI2600003,45.1647,-85.3905,2024-08-03,23.31,25.5,20.14,0.0,25.36,73.2
MI2600003,45.1647,-85.3905,2024-08-04,22.67,25.58,19.39,1.42,12.52,74.35
MI2600003,45.1647,-85.3905,2024-08-05,20.21,22.84,18.29,4.92,16.22,69.31
MI2600003,45.1647,-85.3905,2024-08-06,20.33,23.4,17.27,6.73,26.0,68.59
MI2600003,45.1647,-85.3905,2024-08-07,20.78,24.22,16.61,0.0,22.25,66.5
MI2600003,45.1647,-85.3905,2024-08-08,21.17,24.6,17.1,0.25,18.67,72.09
MI2600003,45.1647,-85.3905,2024-08-09,19.12,20.37,17.16,1.18,20.26,67.21
MI2600003,45.1647,-85.3905,2024-08-10,18.07,20.41,16.21,3.74,15.1,74.47
MI2600003,45.1647,-85.3905,2024-08-11,18.88,21.33,16.32,1.16,15.73,67.94
MI2600003,45.1647,-85.3905,2024-08-12,20.14,22.92,16.27,0.0,23.82,71.01
MI2600003,45.1647,-85.3905,2024-08-13,21.15,24.41,17.41,0.0,23.93,67.06
MI2600003,45.1647,-85.3905,2024-08-14,22.17,26.63,17.54,0.0,23.84,65.4
MI2600003,45.1647,-85.3905,2024-08-15,22.1,25.69,18.84,6.12,20.86,70.6
MI2600003,45.1647,-85.3905,2024-08-16,20.96,23.71,18.3,13.05,8.04,89.12
MI2600003,45.1647,-85.3905,2024-08-17,20.46,21.12,19.82,12.38,10.65,93.33
MI2600003,45.1647,-85.3905,2024-08-18,20.31,22.32,18.15,1.32,16.63,82.84
MI2600003,45.1647,-85.3905,2024-08-19,17.64,19.05,15.93,0.04,19.98,71.19
MI2600003,45.1647,-85.3905,2024-08-20,16.32,18.67,12.94,0.0,24.51,65.24
MI2600003,45.1647,-85.3905,2024-08-21,18.03,20.04,15.75,0.0,22.11,60.13
MI2600003,45.1647,-85.3905,2024-08-22,19.2,22.69,15.39,0.0,22.97,70.42
MI2600003,45.1647,-85.3905,2024-08-23,19.89,23.5,15.47,0.02,17.45,67.23
MI2600003,45.1647,-85.3905,2024-08-24,20.91,24.01,17.21,0.23,17.58,72.37
MI2600003,45.1647,-85.3905,2024-08-25,23.39,28.71,17.76,0.0,21.63,70.02
MI2600003,45.1647,-85.3905,2024-08-26,24.35,28.94,21.71,1.29,20.34,74.23
MI2600003,45.1647,-85.3905,2024-08-27,23.67,26.22,21.62,3.31,13.41,90.45
MI2600003,45.1647,-85.3905,2024-08-28,20.27,22.5,16.84,1.35,7.05,80.17
MI2600003,45.1647,-85.3905,2024-08-29,20.74,25.05,16.51,0.12,14.12,73.39
MI2600003,45.1647,-85.3905,2024-08-30,21.65,24.8,19.64,0.42,10.07,82.22
MI2600003,45.1647,-85.3905,2024-08-31,21.81,24.45,18.57,0.01,21.87,73.32
MI2600003,45.1647,-85.3905,2024-09-01,18.63,21.3,16.65,0.03,20.62,66.57
MI2600003,45.1647,-85.3905,2024-09-02,18.04,20.31,15.78,0.0,23.01,52.66
MI2600003,45.1647,-85.3905,2024-09-03,18.98,22.91,14.94,0.0,19.95,64.59
MI2600003,45.1647,-85.3905,2024-09-04,19.52,24.4,14.96,0.0,19.72,64.14
MI2600003,45.1647,-85.3905,2024-09-05,18.88,24.48,14.95,3.98,14.42,73.62
MI2600003,45.1647,-85.3905,2024-09-06,14.25,15.66,12.0,0.96,8.71,76.95
MI2600003,45.1647,-85.3905,2024-09-07,12.78,14.44,10.95,0.94,18.99,74.3
MI2600003,45.1647,-85.3905,2024-09-08,17.39,20.85,12.28,0.06,17.15,69.09
MI2600003,45.1647,-85.3905,2024-09-09,18.56,20.91,16.01,0.18,19.52,74.53
MI2600003,45.1647,-85.3905,2024-09-10,18.96,23.79,14.39,0.22,15.93,70.56
MI2600003,45.1647,-85.3905,2024-09-11,19.84,24.49,15.9,0.0,9.08,57.6
MI2600003,45.1647,-85.3905,2024-09-12,20.58,25.09,16.33,0.02,17.5,58.62
MI2600003,45.1647,-85.3905,2024-09-13,21.32,26.73,16.4,0.0,17.77,68.01
MI2600003,45.1647,-85.3905,2024-09-14,20.98,26.18,15.75,0.0,16.81,69.33
MI2600003,45.1647,-85.3905,2024-09-15,21.94,27.38,16.9,0.0,17.81,64.8
MI2600003,45.1647,-85.3905,2024-09-16,21.89,27.29,17.27,0.0,18.16,59.7
MI2600003,45.1647,-85.3905,2024-09-17,21.49,26.69,16.82,0.0,18.21,58.36
MI2600003,45.1647,-85.3905,2024-09-18,20.57,25.65,15.44,0.0,17.9,68.8
MI2600003,45.1647,-85.3905,2024-09-19,21.43,26.2,16.31,0.01,17.32,68.05
MI2600003,45.1647,-85.3905,2024-09-20,21.01,23.82,19.19,0.62,7.01,75.85
MI2600003,45.1647,-85.3905,2024-09-21,20.77,23.72,17.95,0.04,15.81,76.08
MI2600003,45.1647,-85.3905,2024-09-22,17.68,20.02,15.32,4.85,4.37,78.03
MI2600003,45.1647,-85.3905,2024-09-23,16.2,18.2,13.9,0.0,18.6,67.31
MI2600003,45.1647,-85.3905,2024-09-24,17.02,20.43,13.25,6.16,7.01,78.27
MI2600003,45.1647,-85.3905,2024-09-25,18.0,20.48,15.76,1.42,16.15,79.84
MI2600003,45.1647,-85.3905,2024-09-26,19.21,23.34,14.75,0.01,17.44,71.5
MI2600003,45.1647,-85.3905,2024-09-27,19.31,23.41,16.02,0.01,17.4,65.1
MI2600003,45.1647,-85.3905,2024-09-28,18.49,22.78,14.43,0.01,17.42,73.87
MI2600003,45.1647,-85.3905,2024-09-29,19.02,23.2,15.79,0.01,17.14,75.71
MI2600003,45.1647,-85.3905,2024-09-30,18.75,23.98,13.65,0.01,16.63,74.47
